username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Erik Schreiber,1104045001321926656,"Jersey City, NJ",2023-01-22 14:12:00,"The increasing inhumanity of capitalism is evident in the growth of laws targeting the homeless, even as the homele… https://t.co/qlFGG5Lw58",3,Twitter Web App,
Leo,938597012,New York,2023-01-22 14:10:50,@prageru I think in today's day and age no one should be living on the streets. Mentally ill people and drug addict… https://t.co/sZRJ3qkCpj,0,Twitter for Android,
les,167137166,Brooklyn ,2023-01-22 14:10:10,Anyway he didn’t have ANY other person to give those granola bars to? In all of NYC where you make direct contact w… https://t.co/K6hM5cFbVn,0,Twitter for iPhone,
farmer,1168125887189082112,"New York, USA",2023-01-22 14:02:26,@RBReich shuddup.  the outta control spending  is the problem. who wants to pay more pay more pay more when they kn… https://t.co/yMMJ0QaUNA,0,Twitter for iPhone,
Michael Comeau,16824221,"Brooklyn, NY",2023-01-22 13:57:53,"@epictrades1 The other day, I saw a homeless man buy an egg roll in a Chinese restaurant. 

He spent $1.10.

And he still left a tip.",0,Twitter Web App,
jimmy,885871201616351233,"New York, NY",2023-01-22 13:54:27,"@RobGeorge @NYDailyNews Good now do a article on the homeless problem, high crime, and bail reform",0,Twitter for iPhone,
Jason Curtis Anderson,1241570477086310401,NYC,2023-01-22 13:51:17,"The west 4th subway station has become one of the worst in NYC. 
Here’s a recent video of a dead homeless person be… https://t.co/FwZVwvW3Jh",11,Twitter for iPhone,
Jenny 8675309🎼🎤,1601670112435527680,New York ,2023-01-22 13:36:57,Have a affair and divorce her &amp; give her nothing &amp; make her homeless &amp; take there son from her &amp; give her no money https://t.co/YHGHpjTQlj,0,Twitter for iPhone,
The Noum,829825843719385088,"New York, USA",2023-01-22 13:23:04,@glennEmartin I know some past mofo's I wouldn't even answer the phone for much less the door. I'd refer them to NY… https://t.co/Ksumu6bm5p,0,Twitter for Android,
𝚂𝚝𝚎𝚟𝚎 𝚁𝚘𝚐𝚎𝚛𝚜,1551171950617284609,"Brooklyn, NY",2023-01-22 13:04:54,"@WizarddOfMagic “Should be hiding behind the vegetables. Try the carrots.”

He’s bought too much food but he’s cook… https://t.co/pxuNf38coV",0,Twitter for iPhone,
Joe T,3302777216,"New York, USA",2023-01-22 13:01:17,"@mikepompeo How much more weapons Mike? How much mlre money?? Better yet, tell me what we sent so far, where it has… https://t.co/jk31z9jqej",0,Twitter for iPhone,
𝚂𝚝𝚎𝚟𝚎 𝚁𝚘𝚐𝚎𝚛𝚜,1551171950617284609,"Brooklyn, NY",2023-01-22 12:57:10,@xSassyAvengerx “Everyone. Anything that’s left I’m gonna take it to the homeless shelter..”,0,Twitter for iPhone,
kjagp,510487764,"New York, USA",2023-01-22 12:50:40,@Johnny_881388 @PsychedWi @JoePawlowski4 @ChrisCoble @SenSanders Taxes aren't stealing.   I didn't twist anything.… https://t.co/VDPULGc0DX,0,Twitter for Android,
kjagp,510487764,"New York, USA",2023-01-22 12:46:10,@Johnny_881388 @PsychedWi @JoePawlowski4 @ChrisCoble @SenSanders You don't want to take a little of Nancy Pelosi's… https://t.co/rWROtz0Rbh,0,Twitter for Android,
kjagp,510487764,"New York, USA",2023-01-22 12:42:02,"@Johnny_881388 @PsychedWi @JoePawlowski4 @ChrisCoble @SenSanders Ok buddy, good to know that you love the fact that… https://t.co/xw2X1lbn7R",0,Twitter for Android,
W42ST,2540036611,"Hell's Kitchen, New York",2023-01-22 12:35:30,"“Compassionate new vision” for NYC’s homeless could move to ticketing. #W42ST 
https://t.co/XVIOlzjZQJ",0,TweetDeck,
frenchie,577557792,West New York,2023-01-22 12:32:52,"the homeless here really wild for always yelling obscenities to me and my girl. like, u can’t be homeless AND homop… https://t.co/1pJAhmo9Gf",0,Twitter for iPhone,
kjagp,510487764,"New York, USA",2023-01-22 12:09:35,"@Johnny_881388 @PsychedWi @JoePawlowski4 @ChrisCoble @SenSanders Yes, she has way too much money (around 90 million… https://t.co/x9sAt1aijF",0,Twitter for Android,
Unwind The Mind,1470337810171318275,"New York, NY",2023-01-22 12:04:29,@mike123qwe @POTUS We are all homeless and still losing what hasn't even come in yet! You're a sick man @POTUS Biden.,0,Twitter for iPhone,
kjagp,510487764,"New York, USA",2023-01-22 12:03:23,@Johnny_881388 @PsychedWi @JoePawlowski4 @ChrisCoble @SenSanders I'm glad that we clarified that you are ok with ho… https://t.co/QI7zDbfkoV,0,Twitter for Android,
Unwind The Mind,1470337810171318275,"New York, NY",2023-01-22 12:02:02,@POTUS Really? Because I've never feared what more my family can lose when we've already lost everything we worked… https://t.co/M1n6aAAyaZ,0,Twitter for iPhone,
Atlantis Motor Club,1010753447308812289,"New York, USA",2023-01-22 11:57:45,@Crippy87 @aaronbergcomedy @luisjgomez Damn Mersh...running a strip joint to homeless to buying a 2008 BMW to wheel… https://t.co/flbhvoY1Tr,0,Twitter for Android,
Unwind The Mind,1470337810171318275,"New York, NY",2023-01-22 11:48:20,@POTUS Must be nice from your view. When we aren't homeless anymore and fighting for our right to have 4 walls and… https://t.co/8mN60gBAFL,0,Twitter for iPhone,
Newporteous,1273375393651798016,"New York, NY",2023-01-22 11:41:48,@mask_bastard And no one sought treatment and they turned into mentally ill homeless ppl stabbing people in public transit lol,0,Twitter for iPhone,
Deborah Denno,413119537,"Manhattan, NY",2023-01-22 11:16:16,New York City to Open Migrant Shelter at Brooklyn Cruise Terminal https://t.co/SbPj5W5wNF,0,Twitter Web App,
MAGAcrat (jevven on TRUTHsocial),1036002250605428736,"New York, NY",2023-01-22 10:06:43,"@Julcuba @JumaaneWilliams They don't want housing, urban renewal or jobs. 
Progressives love their homeless, druggies and criminals.",0,Twitter Web App,
Okkkkkkiel,1592948870060933120,"New York, USA",2023-01-22 09:53:51,@BussinBarbie01 @PopCrave @justinbieber Be fr Selena is the one who dodged a bullet.. He looks like a 40 year old m… https://t.co/P17n1plfON,0,Twitter for iPhone,
Abraxas,1591339077445767169,"New York, USA",2023-01-22 09:07:03,@WatchtowerRome2 The virus only effected people that eat smashed avocado on toast &amp; soy latte's with a twist of lem… https://t.co/qKazOgved4,0,Twitter for Android,
Smitty,1163806180260622336,"Bronx, NY",2023-01-22 08:40:18,@RetiredLineCook I have a homegirl that never sleeps in her bed I asked her if she been homeless before lol,0,Twitter Web App,
Yanna Yannaaaa💅🏾,1231681069063319553,"Harlem, NY",2023-01-22 07:50:59,@gblock047geno @str8fromVenus @daffyrico0 @everythng_dop3 Nah fr the other day a homeless lady got on 1 train train… https://t.co/KOSsj6XL9p,0,Twitter for iPhone,
James Pitt,2550725251,"New York, NY",2023-01-22 07:42:49,@ComradeLuanne There are a bunch of places where there are camps of homeless sex offenders because there are no hou… https://t.co/wOVMQR2p09,0,Twitter Web App,
Dafe,1458389101,"Long Island City, Queens",2023-01-22 07:25:06,Nigeria hotels need to start putting pressing iron in these expensive rooms as they do abroad joor. Look at me goin… https://t.co/GGEbdotl1J,15,Twitter for iPhone,
Ryan Rasmason,153865388,"Jersey City, NJ",2023-01-22 07:15:50,"@GeorgeMossey Ohhh, in NYC I see many happy homeless people. Happy to hit you with a hammer. Happy to harass you. Not happy to get help.",0,Twitter for Android,
Elliot Wells,1498523267467862016,"New York, USA",2023-01-22 06:57:30,"#OMG 

Governor #JayInslee was on Kiro 97.3 radio being interviewed by @BrandiKruse and he blamed the homeless prob… https://t.co/yt9rWmSwHq",0,Twitter Web App,
Bearing Witness for Ecology etc. by Big Earth Data,1266563068223504389,New York City,2023-01-22 06:49:40,"From homeless to Eco Warrior, our first Māori Environment Commissioner shares her ...: New Zealand Herald https://t.co/TX5NJVAKIw",0,BigEarthData EcoSearch,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 05:12:09,@ccpsychiatry @lian_yamouer @Twitter I thought you were referring to the page from the book.,1,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 05:10:15,@UnsafeStreetsUS @No1RDunn @UCLA_Grad @MayorOfLA @TraciParkforLA Or at a concert like Woodstock?,0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 05:09:23,"@ccpsychiatry @DeborahPadgett5 @lian_yamouer @judgeglock More about #BillieBoggs here.
https://t.co/jWUUJvG8eC",1,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 05:04:47,"@ccpsychiatry @lian_yamouer Thanks, but this is not my writing.",0,Twitter for Android,
Smilez,26731645,Harlem New York,2023-01-22 05:03:34,@seeetandpsycho @NikkiNikkinow2 @CampArlington I'm in NYC you can only buy hot food if you are homeless and have no… https://t.co/cYeXdHQe7i,0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 05:00:11,"@ccpsychiatry @DeborahPadgett5 @lian_yamouer @judgeglock I bet ""mad"" people who lived outside have been criminalize… https://t.co/g8EX0ah3Ld",1,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 04:54:43,"@UnsafeStreetsUS ""Noted.""",0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 04:54:08,@UnsafeStreetsUS @No1RDunn @UCLA_Grad @MayorOfLA @TraciParkforLA Let's also crack down on those who drink or do dru… https://t.co/73X6euYxeb,0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 04:51:01,@UnsafeStreetsUS @No1RDunn @UCLA_Grad @MayorOfLA @TraciParkforLA Let's first require society (the government and pr… https://t.co/5xtEHdQANw,0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 04:45:41,"@DeborahPadgett5 @lian_yamouer @judgeglock BTW, I do have another name for using involuntary commitment, assignment… https://t.co/7sAiaEnqdO",0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 04:39:08,@ccpsychiatry @DeborahPadgett5 @lian_yamouer @judgeglock Some people who are or have been arrested for normal life… https://t.co/pTrdQMD5tX,1,Twitter for Android,
Si Rodriguez,897583914214195200,"New York, NY",2023-01-22 04:38:08,@glowmetric @theprism89 @POTUS Such bullshit. Not a  cares about the homeless - their voting record proves that.,0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 04:35:59,"@DeborahPadgett5 @lian_yamouer @judgeglock Cuomo said they were a ""danger to themselves"", but they only wanted to s… https://t.co/05SeOREjXY",0,Twitter for Android,
The G_Code,757817022407254016,"New York, NY",2023-01-22 04:32:57,@JamesFales2 @RealMattCouch Everybody in SF is either gay or homeless. Thoughts?,0,Twitter Web App,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 04:32:13,"@DeborahPadgett5 @lian_yamouer @judgeglock But always some homeless people get hurt. On gov. Cuomo's orders, State… https://t.co/efcYwFkGcz",0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 04:28:20,"@DeborahPadgett5 @lian_yamouer @judgeglock Most of such initiatives (from mayor Koch, Giuliani, de Blasio, gov. Cuo… https://t.co/0ALcbYRw6h",0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 04:22:11,@ccpsychiatry @DeborahPadgett5 @lian_yamouer @judgeglock I don't understand your question. Can you say it differently?,0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 04:20:54,"@DeborahPadgett5 @lian_yamouer @judgeglock The validity (as opposed to ""reliability"", or better ""inter-rater agreem… https://t.co/Olhmu7pyos",0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 04:16:41,"@DeborahPadgett5 @lian_yamouer @judgeglock If serious mental illness affects about 33% of homeless people, why does… https://t.co/RNTlKGbusi",0,Twitter for Android,
Jin Kim 김진영,940770605187698689,"New York, NY",2023-01-22 04:15:14,@cassius_gregory @Bellend_Bob @xaustenxz @TheMarieOakes Bro. 2x a week vs 3x week is the same. It boils down to you… https://t.co/hohl0eDqbm,0,Twitter for iPhone,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 04:10:41,"@DeborahPadgett5 @lian_yamouer @judgeglock Sometimes, but not always.
https://t.co/nI8yLXD9V5",0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 04:07:25,"@UnsafeStreetsUS And the extra money of those who have it is for helping the needy, and the government is 4 helping… https://t.co/6RNEW42Lmn",0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 03:59:26,"@UnsafeStreetsUS @No1RDunn @UCLA_Grad @MayorOfLA @TraciParkforLA For every hour talking about the housed, speak 24… https://t.co/z2I4H2mxWy",0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 03:58:03,@UnsafeStreetsUS @No1RDunn @UCLA_Grad @MayorOfLA @TraciParkforLA Let's remember that the housed spend only a small… https://t.co/5ccZotBvkw,0,Twitter for Android,
Chas,1275924131125608450,"New York, NY",2023-01-22 03:49:29,"@HuffyAlex @parrottrees @The_Man_1130 @libsoftiktok Not to mention the amount of homeless vets, the vets with PTSD,… https://t.co/Wgwa4eVIps",0,Twitter for iPhone,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 03:38:05,@DavidFBrand @michebocanegra @Gothamist @LegalAidNYC @NYHomeless And there's no link to mayor Adams' announcement.… https://t.co/5FoMdNopC5,0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 03:35:54,"@DavidFBrand @michebocanegra @Gothamist The article doesn't say, but the joint @LegalAidNYC/@NYHomeless response su… https://t.co/XFRMNNSZqZ",1,Twitter for Android,
jonny g,1514042939017674756,"New York, USA",2023-01-22 03:26:53,@BuzzPatterson @EndWokeness the robing homeless youth population are Antifa's shock troops  particularly on the Wes… https://t.co/a6FUf7oFt6,0,Twitter for iPhone,
Yankee Mandela,1506070025668595715,Yankee Stadium ,2023-01-22 03:24:41,Nick Siriani is a shitbag he’s a disrespectful piece of shit and he needs to get verbally abused by a homeless person in penn station,1,Twitter Web App,
堂本かおる,49212748,"Harlem, New York",2023-01-22 03:24:18,New York City to Open Migrant Shelter at Brooklyn Cruise Terminal https://t.co/Im7uL0MY2I,2,Twitter Web App,
me,4822780761,"New York, NY",2023-01-22 03:24:03,@prageru Feed the homeless to the hungry?  2 problems one stone?,0,Twitter for iPhone,
chris cornell,102183060,"Jersey City, NJ",2023-01-22 03:15:31,"@prageru You can’t do anything, politicians want people to be homeless so they can sell contracts to their friends… https://t.co/NH2F1GC1Ku",0,Twitter for iPhone,
Eric,3136129337,"New York, USA",2023-01-22 03:11:29,@johnmartinez55 @NFLonCBS His best QB pre Mahomes was a homeless mans Dak Prescott in McNabb wboncouldn't throw and… https://t.co/RbFs6OeLfR,0,Twitter for Android,
OP_Live_Laughs,1029522381201657856,New York City ,2023-01-22 03:03:41,"I want to teleport somewhere. But not with this insane homeless dude. 
#oplive #oplivenation #onpatrollive",0,Twitter Web App,
nbme,789628848539328512,"New York, NY",2023-01-22 02:57:53,"@nycgov Manhattan is dirty, stinks of marijuana, homeless and crime everywhere!! City has been ruined in last few years.",0,Twitter for iPhone,
Great-Auntie of the Universe,921271634,New York,2023-01-22 02:56:02,"@TudorChick1501 Colorism. My grandmother left home when her white father died and her mother, left homeless, marrie… https://t.co/nYxm44uJmF",0,Twitter Web App,
Deborah Padgett,2233827930,"Manhattan, NY",2023-01-22 02:55:08,@homeless_new @lian_yamouer @judgeglock 3/ As to the growing call for involuntary commitment (why call it by any ot… https://t.co/SUS2Nz22YA,0,Twitter Web App,
Deborah Padgett,2233827930,"Manhattan, NY",2023-01-22 02:52:18,@homeless_new @lian_yamouer @judgeglock 2/Housing First can apply to anyone without a home--what happens next depen… https://t.co/eXbfLJ8RH6,0,Twitter Web App,
Bryan Fields,43379004,NYC,2023-01-22 02:52:00,@Homeless_72 Ya man you know me,0,Twitter for iPhone,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 02:50:53,"@DavidFBrand @michebocanegra @Gothamist At least initially. (Why single men?)
https://t.co/nNJO409dad",0,Twitter for Android,
Deborah Padgett,2233827930,"Manhattan, NY",2023-01-22 02:49:56,@homeless_new @lian_yamouer @judgeglock 1/It feels awful being in the same sentence as Glock but more importantly I… https://t.co/aShL7cTNLq,0,Twitter Web App,
Mike,27017563,"Brooklyn, NY",2023-01-22 02:22:53,New York City to Open Migrant Shelter at Brooklyn Cruise Terminal https://t.co/dIcKO4b7JH,0,Twitter for Android,
